build_id;title_id;version;name;source
0CF694C10AF10FA8;01001AE00C1B2000;1.1.0;NBA 2K Playgrounds 2;db
689CA7B6CE68BF90;01001AE00C1B2000;1.3.0;NBA 2K Playgrounds 2;db
A9FB2947A86384AA;01001AE00C1B2000;1.4.0;NBA 2K Playgrounds 2;db
BD81FEF7E65A788B;01001AE00C1B2000;1.7.0;NBA 2K Playgrounds 2;db
C38678C1D242D6F5;01001AE00C1B2000;1.10.0;NBA 2K Playgrounds 2;db
EBE7B75A6C67814A;01001AE00C1B2000;1.5.0;NBA 2K Playgrounds 2;db
799D1061182C1302;010029B0118E8000;1.0.3;Need For Speed Hot Pursuit Remastered;extracted
4A30E3F987FB714A;010023500B0BA000;1.3.0;Nefarious;db
FBD5D6C83ED9A340;0100E5500B020800;1.2.0;Neko Navy Daydream Edition;db
61CDD17992865CF4;01006ED00BC76000;1.2.0;Nelke & the Legendary Alchemists ~Ateliers of the New World~;db
6C35BD37606C0772;0100D5A01BA1A000;1.0;Neo Sprint;db
2B5C0F5F97FE9A4D;010032000EAC6000;1.0.0;Neon Drive;db
6B21A39BB43DA66B;01008DD0249BC000;1.0.2;Neon Inferno;db
FB827BF029E0778A;01008D0016AF4000;1.0.0;Neptunia X SENRAN KAGURA: Ninja Wars;db
3565E26E8827C846;0100A9001C042000;1.0.0;Neptunia: Sisters VS Sisters;db
DA9DEFDD10820BE9;0100A6B01712C000;1.0.0;Never Alone Arctic Collection;extracted
E3DC4FD0A35D25D8;0100DA30189CA000;1.1.0;NeverAwake;db
274132861EAA8465;01003A9013DEE000;1.0.1;NEW Joe & Mac - Caveman Ninja;db
DDB900FF04A912ED;0100F4300BF2C000;2.0.1;New Pokemon Snap;extracted
878C20B66512E926;010082900C5FA000;1.2.0;New Star Manager;db
14872049185C584C;010017700B6C2000;1.3.0;New Super Lucky's Tale;db
9ACB46936749F543;010017700B6C2000;1.2.0;New Super Lucky's Tale;db
AEE6DCCC06D9C05B;0100EA80032EA000;1.0.0;New Super Mario Bros. U Deluxe;db
7503C0916E511CBC;010025201C0F6000;1.0.0;New York Mysteries: Power of Art;db
5B67EF657677FD66;0100C4E013E5E000;1.1.0;Ni no Kuni II: Revenant Kingdom All in One Edition (JP);db
14C7986BEB94A1A1;0100BE7013E06000;1.0.1;Ni no Kuni II: Revenant Kingdom Prince's Edition;db
45F10C499223A9E4;0100E5600D446000;1.1.0;Ni no Kuni: Wrath of the White Witch;db
C32B29CB5FBA96D9;0100E5600D446000;1.2.0;Ni no Kuni: Wrath of the White Witch;db
C0679CF9817AEE84;0100DCF013740000;1.0.13;Nickelodeon All-Star Brawl;extracted
CBF7D5560B5F8DD0;010010701AFB2000;1.4.0;Nickelodeon All-Star Brawl 2;extracted
4269B38D74B7679C;010010701AFB2000;1.3.0;Nickelodeon All-Star Brawl 2;db
C27DD7AACDCA97C3;0100AA0026346000;1.0.1;Nickelodeon Extreme Tennis: Next!;db
930224D5FAD400DE;0100BD900A3FC000;1.0.4;Nickelodeon Kart Racers;extracted
F7DE0EBC3764568A;0100D6200933C000;1.3.0;Nickelodeon Kart Racers;db
DA8508CB23880BA8;0100EBC00FE14000;1.0.3;Nickelodeon Kart Racers 2 Grand Prix;extracted
1D7EB821639F9BB7;01003BA01575E000;1.0.0;Nickelodeon Kart Racers 3 Slime Speedway;extracted
93B7C508252981BA;0100668022DF4000;1.2.0;Nicktoons & The Dice of Destiny;db
98397A1041989465;010056B015FE8000;1.0;NieR:Automata The End of YoRHa Edition;db
E43525F22282A477;010056B015FE8000;1.0.2;NieR:Automata The End of YoRHa Edition;db
55381BE310987785;010093801FECE000;1.0.0;Night Slashers: Remake;db
